Age,Nationality,Potential,Club,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
3,31,1,47,1,3,0,1.0,3.0,3.0,2,2,6,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,3,2,3,4,4,4,4,4,4,4,4,5,3,4,4,4,4,3,3,4,4,4,4,1,1,1,1,1
1,137,3,457,1,3,0,1.0,3.0,4.0,2,2,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,2,3,4,4,4,4,3,2,2,1,1,1,1,1
3,137,2,473,1,3,1,1.0,3.0,2.0,8,5,16,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3,3,3,3,4,4,4,4,4,4,3,4,4,3,2,4,4,3,2,2,4,4,4,4,1,1,1,1,1
3,46,1,640,1,1,1,1.0,2.0,2.0,5,5,17,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,4,4,4,3,3,4,4,4,3,2,1,4,4,1,2,2,2,4,3,2,2,2,4,2,3,4,4,4,1,5,4,1,2,2,3,4,4,4,1,1,1,1,1
1,142,3,570,1,2,1,1.0,3.0,3.0,2,2,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,2,2,3,3,2,2,2,3,3,4,3,3,3,4,3,2,3,4,5,5,4,3,4,4,3,3,3,3,2,1,4,3,3,3,1,1,1,1,1,1,1,1
1,112,2,6,1,2,1,1.0,3.0,3.0,7,8,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,3,2,4,2,2,1,4,5,5,4,4,4,4,4,4,5,4,4,1,4,3,4,4,1,1,1,1,1,1,1,1
3,43,2,351,1,3,0,2.0,3.0,3.0,8,8,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,3,5,4,4,3,5,4,4,4,2,3,3,1,1,1,1,1
3,20,1,62,1,2,0,1.0,3.0,3.0,8,5,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,3,3,3,3,4,4,3,2,4,4,4,4,2,2,2,1,1,1,1,1
3,20,1,531,1,3,1,1.0,4.0,4.0,8,5,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,1,1,1,1,1
3,20,2,377,1,4,1,2.0,4.0,3.0,2,2,16,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,5,4,4,4,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,137,2,359,1,3,0,1.0,3.0,2.0,6,5,1,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,3,4,4,4,4,1,1,1,1,1
1,46,3,632,1,3,1,1.0,4.0,3.0,2,5,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,3,4,3,3,3,1,1,1,1,1
4,39,2,511,1,4,1,2.0,2.0,3.0,8,2,16,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,5,5,4,2,4,5,4,4,3,4,4,4,4,1,1,1,1,1
1,156,2,43,1,2,0,1.0,3.0,2.0,8,5,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,3,3,3,3,4,4,3,3,4,3,2,4,4,4,2,3,4,3,2,2,3,4,4,4,1,1,1,1,1
2,59,2,223,1,3,1,1.0,4.0,3.0,8,5,21,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,5,4,5,4,4,4,3,3,3,3,4,4,3,3,3,3,3,1,1,1,1,1
4,143,1,505,1,2,1,2.0,3.0,2.0,8,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,2,3,2,3,3,4,4,3,4,2,3,4,3,5,2,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,137,2,111,1,1,1,1.0,3.0,2.0,8,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,2,2,4,4,1,2,3,2,3,3,2,3,3,3,2,3,4,4,5,2,4,4,2,3,2,4,4,4,4,1,1,1,1,1
1,20,3,581,1,2,1,1.0,2.0,2.0,8,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,2,1,3,3,4,4,4,4,3,3,4,3,4,2,4,4,2,2,3,4,4,4,4,1,1,1,1,1
2,59,3,72,1,4,1,2.0,4.0,4.0,2,2,16,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,4,5,5,4,5,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,77,3,605,1,3,1,1.0,2.0,3.0,6,5,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,3,4,4,4,4,4,4,4,4,5,4,2,4,4,4,3,2,4,4,4,4,1,1,1,1,1
1,59,4,288,1,2,1,1.0,3.0,3.0,8,2,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,2,2,3,2,2,2,2,2,2,4,4,3,4,4,2,2,2,4,4,4,4,4,4,4,3,3,4,3,2,1,4,3,3,3,1,1,1,1,1,1,1,1
3,151,1,49,1,3,1,1.0,3.0,3.0,8,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,77,1,76,1,2,1,1.0,3.0,2.0,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,3,2,2,2,2,3,3,4,3,4,4,3,3,5,4,5,2,4,4,2,3,2,3,4,4,4,1,1,1,1,1
3,77,1,357,1,2,1,1.0,4.0,4.0,8,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,3,2,4,4,4,4,4,4,4,5,4,5,3,5,4,3,4,3,4,3,1,4,4,4,4,2,1,1,1,1,1,1,1
4,145,1,405,1,3,1,1.0,3.0,3.0,8,8,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,2,2,2,1,1,1,1,1
1,6,3,516,1,1,0,1.0,3.0,2.0,3,5,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,4,2,3,2,2,3,4,4,3,3,4,3,3,4,4,4,2,3,4,2,2,2,3,4,4,4,1,1,1,1,1
1,55,3,412,1,3,0,1.0,3.0,3.0,0,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,59,2,87,1,3,1,2.0,3.0,2.0,8,5,2,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,5,4,3,4,3,4,5,4,4,1,1,1,1,1
3,55,1,260,1,3,0,2.0,3.0,2.0,6,2,6,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,2,4,4,4,4,4,4,4,3,4,4,4,2,4,4,2,4,3,4,4,4,4,1,1,1,1,1
2,59,2,198,1,4,1,2.0,4.0,3.0,8,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,5,4,4,4,4,3,4,4,5,4,3,4,4,4,4,3,4,4,3,4,3,4,3,1,1,1,1,1
3,20,1,155,1,2,0,1.0,2.0,3.0,8,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,2,1,4,4,4,4,1,2,2,1,1,1,1,1
2,29,1,597,1,3,1,1.0,3.0,3.0,8,5,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,3,3,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,6,3,495,1,4,1,1.0,3.0,3.0,6,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,1,1,1,1,1
4,18,2,443,1,4,0,2.0,4.0,4.0,8,5,9,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,4,3,4,3,1,1,1,1,1
2,137,2,288,1,3,1,2.0,4.0,3.0,8,5,11,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,4,4,5,5,5,4,5,4,4,4,3,4,3,2,4,4,4,4,2,2,2,1,1,1,1,1
4,59,1,0,1,3,1,1.0,4.0,2.0,0,5,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,2,2,4,4,4,4,4,4,4,5,5,5,4,4,2,4,3,4,4,3,2,2,1,1,1,1,1
3,55,2,358,1,4,1,1.0,3.0,3.0,3,8,19,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,4,4,4,1,1,1,1,1
1,137,3,527,1,3,1,1.0,3.0,3.0,2,5,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,2,4,4,5,5,4,4,4,3,4,4,4,3,4,4,4,3,2,4,4,4,4,1,1,1,1,1
3,156,1,393,1,2,1,1.0,4.0,3.0,2,5,25,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,2,2,1,1,1,1,1,1
3,100,1,525,1,3,1,1.0,3.0,3.0,2,2,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4,3,3,3,3,3,2,1,1,1,1,1
1,77,2,351,1,3,1,1.0,3.0,3.0,8,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,3,3,3,4,3,4,3,3,4,4,3,4,4,4,3,4,4,4,4,1,1,1,1,1
3,31,2,552,1,4,1,2.0,4.0,4.0,7,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,3,4,3,2,4,4,5,5,3,3,2,1,1,1,1,1
3,59,1,492,1,3,0,1.0,3.0,3.0,8,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,3,4,5,5,4,4,4,4,4,4,4,4,4,1,4,3,3,4,2,2,2,1,1,1,1,1
4,29,1,455,1,3,1,2.0,3.0,4.0,2,8,11,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,2,4,3,4,3,3,4,4,5,4,5,4,4,4,4,4,3,4,3,3,4,4,4,4,2,3,2,1,1,1,1,1
3,46,3,363,1,4,1,3.0,5.0,4.0,0,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1,1,1,1,1
2,59,3,87,1,3,1,2.0,4.0,3.0,8,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,3,3,4,4,4,4,3,3,2,1,1,1,1,1
3,46,1,537,1,2,1,1.0,2.0,2.0,8,5,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,1,3,2,1,3,4,3,4,4,4,4,2,5,4,4,2,4,4,2,3,3,4,4,4,4,1,1,1,1,1
2,121,3,488,1,3,1,1.0,4.0,2.0,8,5,2,4,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,2,3,4,4,3,3,3,4,3,3,4,3,5,3,4,4,3,4,3,4,4,4,4,1,1,1,1,1
4,121,1,295,1,3,1,1.0,4.0,3.0,4,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,2,2,1,1,1,1,1
2,35,2,190,1,2,1,1.0,3.0,3.0,0,5,25,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,4,4,3,2,4,3,3,5,3,3,1,4,4,4,4,2,2,1,1,1,1,1,1
3,159,1,54,1,3,0,2.0,3.0,3.0,6,5,6,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,4,4,4,4,5,3,4,4,4,3,4,4,3,4,3,4,4,4,4,1,1,1,1,1
2,8,1,97,1,2,1,1.0,3.0,2.0,8,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,2,2,3,4,4,4,3,4,4,3,4,4,4,2,4,4,2,3,2,4,4,4,4,1,1,1,1,1
1,61,3,52,1,1,1,1.0,2.0,2.0,6,5,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,2,4,3,2,3,2,2,3,3,3,3,3,3,2,3,4,4,4,2,4,4,2,2,3,3,4,4,4,1,1,1,1,1
3,29,1,179,1,2,1,1.0,3.0,3.0,1,2,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,2,4,3,4,2,4,4,3,4,3,4,1,4,4,4,4,2,2,1,1,1,1,1,1
2,46,4,134,1,4,1,1.0,3.0,4.0,7,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,5,3,3,5,5,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,3,4,4,1,1,1,1,1
2,137,3,186,1,2,0,1.0,3.0,3.0,8,2,12,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,2,2,3,4,3,4,4,4,3,4,4,4,4,4,4,2,4,3,4,4,2,2,2,1,1,1,1,1
3,46,1,632,1,4,1,2.0,2.0,3.0,8,8,18,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,24,3,619,1,3,1,2.0,4.0,3.0,2,2,12,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,4,4,3,2,4,4,4,4,2,1,1,1,1,1,1,1
1,55,2,230,1,2,1,1.0,2.0,3.0,8,2,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,2,2,4,4,4,4,4,4,4,3,3,3,3,2,4,4,2,3,2,4,4,4,4,1,1,1,1,1
4,20,1,30,1,3,1,1.0,4.0,3.0,2,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,5,5,5,4,4,4,4,4,3,4,4,2,4,4,4,4,2,2,2,1,1,1,1,1
3,77,1,255,1,2,1,1.0,3.0,3.0,2,2,18,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,2,1,4,3,4,4,2,1,1,1,1,1,1,1
4,55,1,560,1,3,1,1.0,3.0,2.0,2,5,16,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,1,1,1,1,1
2,156,2,110,1,3,1,2.0,4.0,3.0,2,2,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,2,2,1,1,1,1,1
3,131,1,136,1,3,1,1.0,4.0,4.0,7,5,21,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,3,2,1,1,1,1,1
3,131,2,552,1,3,1,1.0,2.0,2.0,8,2,2,5,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,2,2,4,4,3,2,3,4,2,4,3,4,4,4,4,4,3,4,3,4,4,4,4,1,1,1,1,1
2,31,2,437,1,1,1,1.0,3.0,2.0,8,5,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,1,4,3,2,3,2,2,2,3,4,3,3,4,3,2,5,5,5,2,4,3,2,2,2,3,4,4,4,1,1,1,1,1
1,41,2,231,1,2,1,1.0,2.0,4.0,8,2,18,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,3,4,5,4,4,4,4,3,4,4,3,3,4,2,4,4,3,4,3,3,2,1,1,1,1,1
3,59,2,7,1,2,1,1.0,2.0,2.0,8,5,17,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,5,4,2,3,2,2,4,3,3,4,3,4,2,4,4,4,5,2,4,5,2,3,3,4,4,5,4,1,1,1,1,1
1,47,2,441,1,3,1,1.0,3.0,3.0,2,5,18,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,3,3,3,1,1,1,1,1
1,121,2,633,1,2,1,1.0,3.0,3.0,2,5,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,2,3,4,4,4,4,4,4,4,4,3,4,3,3,2,4,4,3,4,2,2,2,1,1,1,1,1
1,77,3,441,1,2,1,1.0,3.0,3.0,8,2,13,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,3,2,4,3,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,2,1,3,4,4,4,2,1,1,1,1,1,1,1
2,59,2,211,1,3,1,1.0,3.0,2.0,8,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,2,3,4,4,3,3,3,4,3,3,4,4,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
3,142,1,191,1,1,1,1.0,2.0,2.0,6,2,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,3,2,2,2,1,3,3,3,4,3,4,3,2,2,3,5,2,4,4,2,3,2,4,4,4,4,1,1,1,1,1
1,46,2,187,1,3,1,1.0,3.0,3.0,2,8,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,5,4,4,4,4,4,5,3,4,3,4,3,4,3,3,4,2,3,2,1,1,1,1,1
3,20,2,168,1,3,0,1.0,3.0,3.0,2,5,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,2,4,4,4,4,2,2,2,1,1,1,1,1
3,6,1,204,1,2,0,1.0,2.0,3.0,6,2,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,2,2,4,4,3,3,2,4,2,4,2,4,5,4,4,4,4,3,3,3,4,4,4,1,1,1,1,1
1,20,3,348,1,4,0,1.0,3.0,3.0,8,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,46,3,544,1,4,1,2.0,3.0,3.0,8,5,21,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,5,3,4,5,5,5,5,4,3,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,1,1,1,1,1
2,79,1,452,1,3,0,1.0,3.0,3.0,1,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,2,4,3,4,4,4,4,4,4,4,5,4,5,4,3,4,4,4,3,3,4,4,4,4,3,3,3,1,1,1,1,1
1,151,3,250,1,3,1,1.0,4.0,3.0,2,2,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,4,4,3,4,4,5,5,4,3,4,4,3,4,3,4,4,2,4,4,3,4,3,2,2,1,1,1,1,1
4,77,2,505,1,4,1,2.0,3.0,3.0,8,2,18,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1
2,77,3,121,1,2,1,1.0,3.0,3.0,8,5,25,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,2,3,4,3,4,3,3,4,4,4,4,5,4,3,1,4,3,4,4,3,2,2,1,1,1,1,1
3,104,1,640,1,3,0,1.0,3.0,3.0,8,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,4,3,4,4,4,4,1,1,1,1,1
3,6,1,143,1,2,1,1.0,3.0,2.0,0,5,17,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,3,2,4,3,3,4,3,4,3,3,4,4,4,2,4,4,3,3,3,3,4,4,4,1,1,1,1,1
4,6,2,152,1,3,1,2.0,3.0,3.0,2,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,3,3,4,4,3,3,3,4,3,4,4,4,5,4,4,2,4,4,4,4,2,2,2,1,1,1,1,1
3,24,2,236,1,3,1,3.0,3.0,3.0,8,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,5,4,4,4,4,4,4,4,4,1,1,1,1,1
2,6,2,145,1,2,1,1.0,3.0,2.0,3,5,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,2,2,4,3,4,4,4,4,3,3,4,4,4,3,5,4,2,2,3,3,4,4,4,1,1,1,1,1
